,ISG15,IFI6,ISG20,IFIT3,IFIT1,B2M,IFIT2,MT2A,RSAD2,IRF7
630,0.34853685,0.3222763,0.80469275,0.11365235,0.0,4.058711,0.0,0.0,0.0,0.10790205
631,0.3493935,0.32294208,0.805161,0.11432022,0.0,4.058803,0.0,0.0,0.0,0.10815558
632,0.35023558,0.32360464,0.80561715,0.1149807,0.0,4.058896,0.0,0.0,0.0,0.10840723
633,0.35107756,0.3242674,0.80607307,0.11564124,0.0,4.0589886,0.0,0.0,0.0,0.10865873
634,0.35191977,0.32493,0.80652905,0.116301835,0.0,4.059081,0.0,0.0,0.0,0.10891044
635,0.35276222,0.32559288,0.8069852,0.11696243,0.0,4.0591736,0.0,0.0,0.0,0.10916212
636,0.35362363,0.32626498,0.80745643,0.11763322,0.0,4.0592685,0.0,0.0,0.0,0.10942039
637,0.35451043,0.3269493,0.8079475,0.11831713,0.0,4.059366,0.0,0.0,0.0,0.10968718
638,0.35539806,0.32763392,0.8084388,0.11900133,0.0,4.0594635,0.0,0.0,0.0,0.10995427
639,0.35628462,0.32831854,0.80893004,0.11968541,0.0,4.0595613,0.0,0.0,0.0,0.11022109
640,0.3571725,0.32900316,0.80942124,0.120369494,0.0,4.059659,0.0,0.0,0.0,0.11048788
641,0.35805964,0.32968754,0.80991256,0.12105358,0.0,4.0597568,0.0,0.0,0.0,0.11075491
642,0.35894632,0.33037204,0.81040376,0.12173772,0.0,4.059854,0.0,0.0,0.0,0.11102173
643,0.35983407,0.33105654,0.810895,0.12242204,0.0,4.059952,0.0,0.0,0.0,0.111288756
644,0.36072135,0.3317411,0.81138617,0.12310654,0.0,4.060049,0.0,0.0,0.0,0.11155528
645,0.3616084,0.33242482,0.8118775,0.123793006,0.0,4.0601463,0.0,0.0,0.0,0.11182043
646,0.3624959,0.33310795,0.8123681,0.12447953,0.0,4.0602436,0.0,0.0,0.0,0.112085134
647,0.36338317,0.3337916,0.8128591,0.12516552,0.0,4.060341,0.0,0.0,0.0,0.112350136
648,0.36427116,0.33447522,0.8133502,0.12585217,0.0,4.060438,0.0,0.0,0.0,0.11261529
649,0.36515808,0.3351586,0.813841,0.1265384,0.0,4.060535,0.0,0.0,0.0,0.11288002
650,0.3660457,0.33584243,0.81433207,0.12722498,0.0,4.060632,0.0,0.0,0.0,0.11314529
651,0.36693323,0.3365258,0.8148231,0.12791133,0.0,4.0607295,0.0,0.0,0.0,0.113409996
652,0.3678205,0.3372094,0.8153139,0.12859762,0.0,4.060827,0.0,0.0,0.0,0.11367524
653,0.36870778,0.33789277,0.8158047,0.12928402,0.0,4.060924,0.0,0.0,0.0,0.11394
654,0.369596,0.33857656,0.8162956,0.12997073,0.0,4.0610213,0.0,0.0,0.0,0.11420524
655,0.3704815,0.33926052,0.8167865,0.13065767,0.0,4.0611186,0.0,0.0,0.0,0.114471406
656,0.37136698,0.33994514,0.8172774,0.13134491,0.0,4.0612164,0.0,0.0,0.0,0.11473799
657,0.37225235,0.34062928,0.8177685,0.13203228,0.0,4.061314,0.0,0.0,0.0,0.11500439
658,0.37313795,0.34131378,0.8182591,0.13271952,0.0,4.0614114,0.0,0.0,0.0,0.11527103
659,0.3740238,0.34199798,0.81874985,0.13340694,0.0,4.061509,0.0,0.0,0.0,0.115537554
660,0.37490952,0.34268242,0.81924087,0.13409418,0.0,4.061607,0.0,0.0,0.0,0.11580399
661,0.37579513,0.34336674,0.81973165,0.13478124,0.0,4.0617046,0.0,0.0,0.0,0.11607048
662,0.37668037,0.34405112,0.82022244,0.13546884,0.0,4.061802,0.0,0.0,0.0,0.11633727
663,0.3775655,0.34473532,0.8207133,0.13615596,0.0,4.0618997,0.0,0.0,0.0,0.11660367
664,0.37845182,0.34541976,0.82120407,0.13684303,0.0,4.0619974,0.0,0.0,0.0,0.116870314
665,0.37933743,0.3461041,0.821695,0.13753045,0.0,4.0620947,0.0,0.0,0.0,0.11713675
666,0.38022304,0.34678853,0.8221858,0.13821769,0.0,4.0621924,0.0,0.0,0.0,0.1174033
667,0.38110852,0.34747285,0.8226768,0.13890505,0.0,4.06229,0.0,0.0,0.0,0.11766982
668,0.381994,0.34815717,0.82316744,0.13959229,0.0,4.062388,0.0,0.0,0.0,0.11793628
669,0.38287902,0.34884155,0.82365835,0.14027965,0.0,4.062485,0.0,0.0,0.0,0.118202716
670,0.38376486,0.34952587,0.82414925,0.14096683,0.0,4.062583,0.0,0.0,0.0,0.11846936
671,0.38465047,0.35021037,0.82464015,0.14165425,0.0,4.0626807,0.0,0.0,0.0,0.11873585
672,0.3855362,0.35089487,0.825131,0.14234161,0.0,4.0627785,0.0,0.0,0.0,0.11900258
673,0.38642144,0.35157907,0.8256216,0.14302862,0.0,4.0628757,0.0,0.0,0.0,0.11926922
674,0.38730705,0.35226333,0.82611257,0.14371598,0.0,4.0629735,0.0,0.0,0.0,0.119535506
675,0.3881929,0.35294783,0.8266036,0.14440322,0.0,4.0630713,0.0,0.0,0.0,0.11980218
676,0.38907862,0.35363227,0.8270943,0.14509058,0.0,4.0631685,0.0,0.0,0.0,0.12006855
677,0.3899641,0.3543166,0.8275852,0.14577776,0.0,4.0632663,0.0,0.0,0.0,0.12033501
678,0.39084983,0.35500097,0.8280761,0.14646524,0.0,4.063364,0.0,0.0,0.0,0.120601565
679,0.39173543,0.3556851,0.82856685,0.14715236,0.0,4.063462,0.0,0.00019672513,0.0,0.120868176
680,0.3926201,0.35636938,0.8290578,0.14783937,0.0,4.063559,0.0,0.00055098534,0.0,0.12113497
681,0.39350653,0.35705376,0.82954854,0.14852703,0.0,4.063657,0.0,0.00090526044,0.0,0.12140128
682,0.394392,0.3577385,0.83003956,0.14921433,0.0,4.0637546,0.0,0.0012595654,0.0,0.12166795
683,0.3952775,0.35842246,0.8305302,0.14990151,0.0,4.0638523,0.0,0.0016138256,0.0,0.121934295
684,0.39616334,0.35910696,0.83102113,0.15058863,0.0,4.0639496,0.0,0.001968056,0.0,0.12220082
685,0.3970492,0.35979146,0.83151203,0.15127623,0.0,4.0640473,0.0,0.002322346,0.0,0.1224674
686,0.39793468,0.36047584,0.8320027,0.15196347,0.0,4.064145,0.0,0.002676621,0.0,0.12273392
687,0.39882028,0.3611601,0.83249354,0.1526506,0.0,4.0642424,0.0,0.0030308813,0.0,0.1230005
688,0.3997054,0.36184436,0.83298457,0.15333778,0.0,4.06434,0.0,0.0033850968,0.0,0.1232672
689,0.40059137,0.36252886,0.83347523,0.15402508,0.0,4.064438,0.0,0.0037394166,0.0,0.12353358
690,0.40147662,0.36321324,0.83396626,0.15471256,0.0,4.0645356,0.0,0.004093781,0.0,0.1238001
691,0.4023496,0.3638903,0.8344532,0.15539253,0.0,4.064632,0.0,0.004442349,0.0,0.124066174
692,0.403211,0.36456096,0.83493674,0.15606654,0.0,4.064727,0.0,0.004785925,0.0,0.12433171
693,0.4040717,0.36523134,0.83542037,0.15674019,0.0,4.064822,0.0,0.0051294565,0.0,0.12459737
694,0.40493298,0.36590213,0.835904,0.15741414,0.0,4.0649176,0.0,0.0054730624,0.0,0.12486324
695,0.40579486,0.3665728,0.8363876,0.15808809,0.0,4.0650125,0.0,0.0058166683,0.0,0.12512895
696,0.40665555,0.36724335,0.8368709,0.15876168,0.0,4.065108,0.0,0.0061602294,0.0,0.12539458
697,0.40751672,0.36791402,0.83735454,0.15943563,0.0,4.065203,0.0,0.0065038353,0.0,0.12566021
698,0.40837824,0.3685845,0.8378382,0.16010952,0.0,4.065298,0.0,0.006847292,0.0,0.12592614
699,0.4092393,0.3692552,0.8383216,0.16078347,0.0,4.0653934,0.0,0.007190913,0.0,0.1261917
700,0.4101081,0.3699301,0.83881176,0.1614604,0.0,4.0654893,0.0,0.007540971,0.0,0.12646097
701,0.41097713,0.37060535,0.8393023,0.1621378,0.0,4.0655856,0.0,0.007891446,0.0,0.12673092
702,0.41184592,0.37128097,0.83979285,0.16281521,0.0,4.0656815,0.0,0.008241981,0.0,0.12700084
703,0.41271877,0.37196094,0.84028983,0.16349739,0.0,4.0657816,0.0,0.008594975,0.0,0.12727308
704,0.41360116,0.37265205,0.8408013,0.16419077,0.0,4.06589,0.0,0.008953363,0.0,0.12755138
705,0.41448355,0.37334317,0.8413127,0.16488427,0.0,4.0659986,0.0,0.009311825,0.0,0.12782913
706,0.41536605,0.37403423,0.84182405,0.16557771,0.0,4.066107,0.0,0.009670228,0.0,0.12810722
707,0.41624844,0.3747254,0.8423357,0.16627127,0.0,4.0662155,0.0,0.01002875,0.0,0.12838537
708,0.41713095,0.3754167,0.84284705,0.16696501,0.0,4.0663238,0.0,0.010387212,0.0,0.12866345
709,0.41801333,0.37610763,0.8433585,0.16765833,0.0,4.0664325,0.0,0.0107456595,0.0,0.12894142
710,0.41889548,0.3767988,0.84387,0.16835189,0.0,4.0665407,0.0,0.011104122,0.0,0.12921965
711,0.4197781,0.37748998,0.84438145,0.16904539,0.0,4.0666494,0.0,0.011462599,0.0,0.12949762
712,0.4206612,0.37818104,0.84489274,0.16973889,0.0,4.0667577,0.0,0.011821106,0.0,0.12977582
713,0.42154288,0.3788721,0.84540457,0.17043209,0.0,4.066866,0.0,0.012179524,0.0,0.13005364
714,0.42242515,0.37956333,0.8459158,0.17112565,0.0,4.0669746,0.0,0.012537956,0.0,0.13033181
715,0.42330778,0.3802544,0.8464273,0.17181921,0.0,4.0670834,0.0,0.012896389,0.0,0.13060984
716,0.42419028,0.3809455,0.8469387,0.17251277,0.0,4.0671916,0.0,0.013254881,0.0,0.1308881
717,0.42507243,0.38163656,0.84745014,0.17320639,0.0,4.0673,0.0,0.013613373,0.0,0.13116604
718,0.42595506,0.38232774,0.8479614,0.17389989,0.0,4.0674086,0.0,0.01397188,0.0,0.13144419
719,0.42683756,0.3830189,0.8484731,0.17459321,0.0,4.067517,0.0,0.014330283,0.0,0.13172221
720,0.42772007,0.38370997,0.84898436,0.17528665,0.0,4.0676255,0.0,0.014688581,0.0,0.1320003
721,0.42860246,0.38440114,0.849496,0.17598021,0.0,4.067734,0.0,0.015047297,0.0,0.13227838
722,0.42948437,0.38509232,0.85000736,0.17667371,0.0,4.0678425,0.0,0.015405625,0.0,0.13255635
723,0.43036747,0.38578337,0.85051876,0.17736733,0.0,4.0679507,0.0,0.015764132,0.0,0.13283443
724,0.43124938,0.38647455,0.8510303,0.17806065,0.0,4.0680594,0.0,0.01612255,0.0,0.13311264
725,0.43213153,0.38716573,0.85154164,0.17875421,0.0,4.0681677,0.0,0.016481012,0.0,0.13339067
726,0.43301427,0.38785684,0.85205334,0.17944789,0.0,4.0682764,0.0,0.016839504,0.0,0.1336686
727,0.4339,0.38855118,0.8525686,0.18014401,0.0,4.068385,0.0,0.017199337,0.0,0.13395008
728,0.4347942,0.38925403,0.8530945,0.18084753,0.0,4.0684958,0.0,0.017562479,0.0,0.13424045
729,0.43568802,0.38995665,0.8536204,0.18155074,0.0,4.0686064,0.0,0.01792553,0.0,0.13453081
730,0.43658543,0.39066124,0.8541442,0.18225658,0.0,4.0687165,0.0,0.018290117,0.0,0.13481975
731,0.4374826,0.39136583,0.8546665,0.18296194,0.0,4.0688267,0.0,0.018654108,0.0,0.13510823
732,0.4383793,0.39206958,0.855188,0.18366688,0.0,4.068937,0.0,0.019017413,0.0,0.1353969
733,0.43927777,0.39277697,0.8557131,0.18437171,0.0,4.0690427,0.0,0.01938279,0.0,0.13568231
734,0.4401765,0.39348525,0.85623944,0.18507624,0.0,4.069147,0.0,0.019749016,0.0,0.13596678
735,0.44107568,0.39419413,0.8567655,0.18578082,0.0,4.0692515,0.0,0.020115107,0.0,0.13625094
736,0.44197464,0.39490247,0.8572916,0.18648553,0.0,4.069356,0.0,0.020481363,0.0,0.13653532
737,0.4428742,0.395611,0.8578178,0.18719018,0.0,4.0694604,0.0,0.020847574,0.0,0.13681945
738,0.44377327,0.39631957,0.858344,0.18789506,0.0,4.069565,0.0,0.02121374,0.0,0.137104
739,0.4446721,0.39702785,0.85887,0.1885997,0.0,4.0696692,0.0,0.021579847,0.0,0.13738832
740,0.44557106,0.3977366,0.8593962,0.18930423,0.0,4.0697737,0.0,0.021946043,0.0,0.13767251
741,0.44647038,0.39844495,0.8599223,0.19000912,0.0,4.069878,0.0,0.022312373,0.0,0.13795686
742,0.44736946,0.39915353,0.86044884,0.19071376,0.0,4.0699825,0.0,0.022678465,0.0,0.13824147
743,0.44826698,0.39986002,0.8609764,0.19141805,0.0,4.0700865,0.0,0.023044646,0.0,0.13852757
744,0.44916344,0.40056592,0.86150444,0.1921221,0.0,4.0701904,0.0,0.023410529,0.0,0.13881397
745,0.45005965,0.40127176,0.8620325,0.19282627,0.0,4.0702944,0.0,0.023776546,0.0,0.1391007
746,0.45095658,0.40197796,0.86256063,0.19353068,0.0,4.0703983,0.0,0.024142638,0.0,0.13938752
747,0.45185304,0.4026838,0.8630887,0.19423461,0.0,4.0705023,0.0,0.024508566,0.0,0.13967401
748,0.45275676,0.40339345,0.863618,0.19494194,0.0,4.0706067,0.0,0.024870798,0.0,0.13996363
749,0.45366216,0.40410382,0.86414725,0.19564986,0.0,4.0707107,0.0,0.025232136,0.0,0.14025348
750,0.45456767,0.40481406,0.8646769,0.19635761,0.0,4.070815,0.0,0.02559349,0.0,0.14054388
751,0.45547318,0.40552437,0.8652063,0.19706553,0.0,4.0709195,0.0,0.025954917,0.0,0.14083365
752,0.45637822,0.4062348,0.8657355,0.19777328,0.0,4.071024,0.0,0.0263163,0.0,0.1411238
753,0.45728385,0.40694505,0.8662652,0.19848096,0.0,4.0711284,0.0,0.026677743,0.0,0.14141387
754,0.45818877,0.40765542,0.8667949,0.19918883,0.0,4.071233,0.0,0.02703908,0.0,0.14170405
755,0.4590943,0.40836573,0.8673241,0.19989693,0.0,4.0713367,0.0,0.027400479,0.0,0.14199409
756,0.45999968,0.40907598,0.8678536,0.20060444,0.0,4.071441,0.0,0.027761772,0.0,0.14228421
757,0.46090484,0.40978628,0.86838293,0.2013123,0.0,4.0715456,0.0,0.02812314,0.0,0.14257422
758,0.46181023,0.41049653,0.86891264,0.20202029,0.0,4.07165,0.0,0.028484568,0.0,0.14286417
759,0.46271527,0.41120684,0.86944205,0.20272803,0.0,4.0717545,0.0,0.028845966,0.0,0.14315414
760,0.46362078,0.41191727,0.8699716,0.20343578,0.0,4.0718584,0.0,0.029207304,0.0,0.14344427
761,0.46452618,0.41262758,0.87050086,0.20414364,0.0,4.071963,0.0,0.029568762,0.0,0.14373437
762,0.4654317,0.4133379,0.87103045,0.20485151,0.0,4.0720673,0.0,0.0299301,0.0,0.14402458
763,0.4663409,0.41405094,0.8715619,0.20555615,0.0,4.072172,0.0,0.030291736,0.0,0.14431655
764,0.46725023,0.41476446,0.8720935,0.20626056,0.0,4.072277,0.0,0.030653343,0.0,0.14460886
765,0.46815956,0.41547775,0.8726251,0.20696497,0.0,4.072382,0.0,0.031014979,0.0,0.14490122
766,0.46906948,0.41619134,0.8731567,0.20766926,0.0,4.072487,0.0,0.0313766,0.0,0.14519355
767,0.46997893,0.41690475,0.87368834,0.20837349,0.0,4.0725913,0.0,0.03173825,0.0,0.14548552
768,0.47088897,0.41761845,0.87422025,0.2090782,0.0,4.072696,0.0,0.032099932,0.0,0.14577797
769,0.47179854,0.41833174,0.8747517,0.20978248,0.0,4.072801,0.0,0.03246154,0.0,0.14607027
770,0.47270823,0.41904515,0.87528336,0.21048689,3.439188e-05,4.072906,0.0,0.03282307,0.0,0.14636263
771,0.47361755,0.41975862,0.87581503,0.2111913,0.00068068504,4.073011,0.0,0.033184856,0.0,0.14665475
772,0.47452724,0.4204721,0.87634677,0.2118957,0.0013266206,4.073116,0.0,0.033546403,0.0,0.1469472
773,0.4754374,0.42118555,0.8768786,0.21260011,0.0019726753,4.0732207,0.0,0.03390798,0.0,0.14723939
774,0.4763466,0.42189914,0.8774102,0.21330458,0.0026188493,4.0733256,0.0,0.03426972,0.0,0.14753166
775,0.47725582,0.4226125,0.87794155,0.21400875,0.003264904,4.07343,0.0,0.034631297,0.0,0.14782375
776,0.4781661,0.42332584,0.8784733,0.21471322,0.003911257,4.073535,0.0,0.034992814,0.0,0.14811644
777,0.4790759,0.42403919,0.87900484,0.21541739,0.0045568943,4.07364,0.0,0.03535463,0.0,0.14840877
778,0.47998536,0.4247527,0.8795365,0.21612191,0.0052030683,4.073745,0.0,0.03571613,0.0,0.1487009
779,0.4808948,0.42546624,0.88006824,0.21682632,0.0058491826,4.0738497,0.0,0.036077917,0.0,0.14899313
780,0.4818046,0.4261796,0.8806,0.21753073,0.0064955354,4.0739546,0.0,0.03643945,0.0,0.14928529
781,0.48271394,0.42689317,0.8811316,0.21823502,0.0071415305,4.0740595,0.0,0.036801085,0.0,0.14957789
782,0.48362374,0.42760664,0.8816634,0.21893942,0.007787645,4.0741644,0.0,0.03716272,0.0,0.14987001
783,0.48453355,0.42831987,0.8821949,0.21964371,0.00843364,4.074269,0.0,0.037524372,0.0,0.15016216
784,0.48544323,0.4290334,0.8827265,0.22034824,0.009079874,4.0743737,0.0,0.03788607,0.0,0.15045452
785,0.48635292,0.42974675,0.88325834,0.22105247,0.0097257495,4.0744786,0.0,0.038247585,0.0,0.15074682
786,0.48726273,0.4304603,0.8837901,0.22175705,0.010371983,4.0745835,0.0,0.03860925,0.0,0.1510393
787,0.48817182,0.43117383,0.8843214,0.22246116,0.011018097,4.0746884,0.0,0.038970858,0.0,0.15133142
788,0.48908186,0.43188703,0.88485324,0.22316563,0.011664033,4.0747933,0.0,0.03933248,0.0,0.1516236
789,0.48999166,0.43260068,0.8853849,0.22387016,0.012310326,4.074898,0.0,0.03969416,0.0,0.15191609
790,0.49090123,0.43331397,0.88591665,0.22457433,0.012956262,4.0750027,0.0,0.040055662,0.0,0.15220815
791,0.49181116,0.4340275,0.8864482,0.22527885,0.013602614,4.0751076,0.0,0.040417373,0.0,0.15250042
792,0.4927206,0.4347409,0.8869797,0.22598314,0.01424855,4.0752125,0.0,0.04077904,0.0,0.15279293
793,0.4936297,0.43545452,0.88751173,0.22668767,0.014894724,4.0753174,0.0,0.041140765,0.0,0.15308529
794,0.4945401,0.43616787,0.8880432,0.22739196,0.015540838,4.0754223,0.0,0.041502297,0.0,0.15337753
795,0.49544954,0.43688124,0.8885749,0.22809649,0.016186774,4.075527,0.0,0.041863948,0.0,0.15366963
796,0.496359,0.43759465,0.8891065,0.22880065,0.016832769,4.075632,0.0,0.042225555,0.0,0.15396214
797,0.49726856,0.43830818,0.8896382,0.22950518,0.017479002,4.0757365,0.0,0.04258713,0.0,0.15425432
798,0.49817824,0.4390217,0.8901698,0.23020959,0.018125117,4.0758414,0.0,0.042948797,0.0,0.15454656
799,0.49908793,0.4397351,0.89070153,0.23091412,0.018771231,4.0759463,0.0,0.043310463,0.0,0.15483904
800,0.49999785,0.4404488,0.8912331,0.2316184,0.019417584,4.076051,0.0,0.043672174,0.0,0.1551314
801,0.5009074,0.44116187,0.8917645,0.2323227,0.0200634,4.076156,0.0,0.04403363,0.0,0.15542352
802,0.5018172,0.44187543,0.8922964,0.23302698,0.020709634,4.076261,0.0,0.044395313,0.0,0.15571585
803,0.50272655,0.44258875,0.8928279,0.23373127,0.021355689,4.076366,0.0,0.04475686,0.0,0.15600812
804,0.5036366,0.4433024,0.8933596,0.23443586,0.022001565,4.076471,0.0,0.04511866,0.0,0.15630049
805,0.5045457,0.44401583,0.89389133,0.2351402,0.022648036,4.0765753,0.0,0.045480266,0.0,0.15659258
806,0.5054555,0.4447292,0.8944232,0.23584467,0.02329415,4.07668,0.0,0.04584177,0.0,0.15688491
807,0.50636613,0.44544363,0.8949555,0.2365492,0.023939073,4.076785,0.0,0.04620394,0.0,0.15717745
808,0.5072758,0.44615787,0.89548796,0.23725373,0.024583936,4.0768895,0.0,0.046566233,0.0,0.15746987
809,0.50818586,0.44687235,0.89602035,0.23795831,0.025228977,4.0769944,0.0,0.046928287,0.0,0.15776226
810,0.509096,0.44758707,0.8965531,0.23866296,0.025874078,4.077099,0.0,0.04729055,0.0,0.15805477
811,0.5100064,0.44830155,0.8970856,0.2393676,0.026518643,4.0772033,0.0,0.047652707,0.0,0.15834692
812,0.5109167,0.44901618,0.89761794,0.24007225,0.027163804,4.077308,0.0,0.048014924,0.0,0.15863961
813,0.5118265,0.4497305,0.89815044,0.24077672,0.027808726,4.0774126,0.0,0.048377126,0.0,0.15893188
814,0.51273656,0.450445,0.898683,0.24148154,0.028453648,4.0775175,0.0,0.048739344,0.0,0.15922427
815,0.5136467,0.45115948,0.8992156,0.24218595,0.02909851,4.077622,0.0,0.049101487,0.0,0.15951681
816,0.5145569,0.45187414,0.89974815,0.24289072,0.029743612,4.077727,0.0,0.049463764,0.0,0.15980923
817,0.51546705,0.45258838,0.9002806,0.24359518,0.030388474,4.0778313,0.0,0.049826026,0.0,0.1601015
818,0.516377,0.45330298,0.90081304,0.24429977,0.031033337,4.0779357,0.0,0.05018808,0.0,0.16039386
819,0.51730525,0.45403004,0.90135455,0.24501586,0.031690955,4.0780463,0.0,0.050568134,0.0,0.16069412
820,0.518234,0.45475733,0.90189624,0.24573207,0.03234881,4.0781574,0.0,0.05094883,0.0,0.16099441
821,0.5191628,0.45548457,0.9024379,0.24644828,0.033006668,4.0782685,0.0,0.051329404,0.0,0.16129464
822,0.5200914,0.4562124,0.90297973,0.24716455,0.033664584,4.078379,0.0,0.0517101,0.0,0.16159517
823,0.52102065,0.45693964,0.9035215,0.24788094,0.03432256,4.0784903,0.0,0.052090794,0.0,0.16189557
824,0.52195,0.4576673,0.9040633,0.24859715,0.034980595,4.078601,0.0,0.05247146,0.0,0.16219613
825,0.5228784,0.4583946,0.9046049,0.2493136,0.03563851,4.078712,0.0,0.052852005,0.0,0.16249636
826,0.5238062,0.45912218,0.90514725,0.2500291,0.036296427,4.078823,0.0,0.05323252,0.0,0.16279647
827,0.52473414,0.45984977,0.90568936,0.25074494,0.036954463,4.078934,0.0,0.053613186,0.0,0.16309685
828,0.5256622,0.46057725,0.90623146,0.2514605,0.037612557,4.0790453,0.0,0.053993702,0.0,0.16339695
829,0.5265901,0.46130502,0.9067738,0.25217617,0.038270354,4.0791564,0.0,0.054374278,0.0,0.16369724
830,0.527519,0.4620334,0.9073165,0.2528932,0.038928866,4.079268,0.0,0.054754674,0.0,0.16399667
831,0.5284475,0.46276218,0.9078592,0.25361037,0.039587557,4.0793796,0.0,0.055135116,0.0,0.16429633
832,0.5293765,0.46349078,0.908402,0.25432742,0.04024583,4.0794907,0.0,0.055515304,0.0,0.16459587
833,0.5303047,0.46421963,0.9089446,0.25504458,0.040903986,4.0796022,0.0,0.055895746,0.0,0.16489527
834,0.5312345,0.46494815,0.9094877,0.25576204,0.041562796,4.079714,0.0,0.056276307,0.0,0.16519484
835,0.5321636,0.4656763,0.9100303,0.2564795,0.04222113,4.079825,0.0,0.056656808,0.0,0.16549444
836,0.5330925,0.46640483,0.91057324,0.25719702,0.042879283,4.079936,0.0,0.057037264,0.0,0.16579348
837,0.53402233,0.4671331,0.91111594,0.25791454,0.043537974,4.080047,0.0,0.057417884,0.0,0.16609317
838,0.5349511,0.4678615,0.9116589,0.25863194,0.044196308,4.0801587,0.0,0.05779843,0.0,0.16639245
839,0.53588045,0.4685899,0.9122016,0.25934935,0.04485452,4.08027,0.0,0.05817899,0.0,0.16669202
840,0.53681016,0.4693203,0.9127423,0.26006752,0.04551536,4.080381,0.0,0.05856003,0.0,0.16699079
841,0.5377401,0.470051,0.9132827,0.26078558,0.046176314,4.0804915,0.0,0.058941275,0.0,0.16728938
842,0.53866947,0.47078174,0.9138229,0.26150364,0.04683727,4.0806026,0.0,0.059322417,0.0,0.16758814
843,0.53959954,0.4715124,0.9143628,0.26222146,0.04749781,4.0807133,0.0,0.05970417,0.0,0.16788635
844,0.5405301,0.47224286,0.91490495,0.26293963,0.048157632,4.0808244,0.0,0.060086906,0.0,0.16818434
845,0.5414634,0.47297674,0.9154534,0.26365858,0.04881823,4.0809383,0.0,0.060468033,0.0,0.16848299
846,0.5423963,0.47371036,0.9160018,0.26437765,0.049479127,4.081052,0.0,0.06084928,0.0,0.16878149
847,0.54332924,0.47444403,0.91655016,0.26509672,0.050139666,4.081166,0.0,0.061230436,0.0,0.16907978
848,0.54426146,0.47517765,0.91709876,0.26581562,0.050800502,4.0812798,0.0,0.061611503,0.0,0.16937843
849,0.54519486,0.4759114,0.9176475,0.2665348,0.0514611,4.0813932,0.0,0.061992764,0.0,0.16967711
850,0.5461272,0.47664514,0.91819584,0.26725394,0.052122056,4.081507,0.0,0.06237395,0.0,0.16997558
851,0.5470611,0.4773789,0.9187443,0.267973,0.052782595,4.081621,0.0,0.06275512,0.0,0.17027423
852,0.5479939,0.47811264,0.9192927,0.26869196,0.053443313,4.081735,0.0,0.063136265,0.0,0.17057273
853,0.54892683,0.47884616,0.91984123,0.26941097,0.05410409,4.0818486,0.0,0.06351745,0.0,0.17087135
854,0.5498593,0.47957993,0.9203897,0.27012992,0.05476457,4.0819626,0.0,0.06389874,0.0,0.17116988
855,0.5507926,0.48031354,0.9209381,0.270849,0.055425227,4.0820765,0.0,0.064279765,0.0,0.17146832
856,0.5517255,0.4810474,0.9214868,0.27156806,0.056086063,4.08219,0.0,0.06466098,0.0,0.1717669
857,0.5526581,0.4817809,0.9220352,0.272287,0.05674678,4.082304,0.0,0.06504217,0.0,0.17206532
858,0.5535948,0.48251772,0.9225856,0.2730071,0.057413578,4.082417,0.0,0.065431654,0.0,0.1723609
859,0.55453205,0.4832551,0.9231363,0.27372706,0.058081508,4.0825305,0.0,0.065822855,0.0,0.1726557
860,0.55546856,0.4839922,0.923687,0.27444732,0.058749795,4.082643,0.0,0.066214114,0.0,0.17295033
861,0.5564059,0.48472965,0.9242377,0.27516747,0.059417844,4.0827565,0.0,0.06660524,0.0,0.17324519
862,0.5573425,0.48546684,0.9247884,0.27588737,0.060085773,4.0828695,0.0,0.06699623,0.0,0.17354006
863,0.55827975,0.4862042,0.92533916,0.27660757,0.06075406,4.0829825,0.0,0.067387596,0.0,0.17383474
864,0.5592164,0.48694152,0.9258899,0.27732766,0.06142181,4.0830956,0.0,0.06777871,0.0,0.17412958
865,0.56015384,0.4876789,0.92644066,0.27804804,0.0620901,4.0832086,0.0,0.068170026,0.0,0.17442456
866,0.56109095,0.4884161,0.9269914,0.27876788,0.06275815,4.0833216,0.0,0.06856115,0.0,0.17471927
867,0.56202745,0.48915344,0.92754215,0.2794882,0.063426256,4.0834346,0.0,0.06895238,0.0,0.17501402
868,0.56296444,0.48989075,0.9280928,0.28020823,0.064094424,4.0835476,0.0,0.06934351,0.0,0.17530885
869,0.5639014,0.4906283,0.9286439,0.2809283,0.06476241,4.083661,0.0,0.06973483,0.0,0.17560363
870,0.56483877,0.4913656,0.92919433,0.28164852,0.0654304,4.083774,0.0,0.07012588,0.0,0.17589837
871,0.56577563,0.49210298,0.92974514,0.28236866,0.06609863,4.083887,0.0,0.07051712,0.0,0.17619324
872,0.5667126,0.49284,0.93029577,0.28308862,0.06676644,4.084,0.0,0.07090829,0.0,0.17648777
873,0.56764936,0.4935776,0.93084675,0.28380907,0.06743473,4.084113,0.0,0.07129949,0.0,0.17678267
874,0.56858945,0.49431628,0.93139964,0.28453392,0.068107605,4.0842257,0.0,0.07169381,0.0,0.17707133
875,0.56953096,0.4950554,0.9319525,0.2852623,0.06878281,4.084338,0.0,0.072090745,0.0,0.17736232
876,0.5704727,0.49579436,0.9325056,0.28599083,0.06945795,4.0844507,0.0,0.07248779,0.0,0.17765325
877,0.5714148,0.49653336,0.9330583,0.28671932,0.07013303,4.0845637,0.0,0.07288459,0.0,0.17794383
878,0.57235646,0.4972726,0.9336113,0.2874477,0.07080823,4.0846763,0.0,0.073281616,0.0,0.17823458
