,Reg3b,Reg3g,Apoa1,Guca2b,Zg16,Rpl37,Rpl37a,Oat,Rps28,Rps21
514,1.3746812,1.3428068,0.76997316,0.39980465,0.42050016,3.1380699,3.2855492,2.3652098,2.120008,2.0539637
515,1.3760897,1.3438374,0.7703358,0.4000154,0.42072895,3.1378841,3.2853813,2.3650508,2.119801,2.0538151
516,1.3774977,1.344868,0.77069795,0.40022612,0.42095783,3.1376987,3.285214,2.3648915,2.1195946,2.0536666
517,1.3789054,1.3458982,0.7710606,0.4004364,0.4211865,3.1375132,3.285046,2.3647325,2.1193876,2.0535183
518,1.3803135,1.3469286,0.771423,0.4006471,0.4214154,3.1373277,3.2848783,2.3645732,2.119181,2.0533698
519,1.3817213,1.3479593,0.7717849,0.40085804,0.42164415,3.1371422,3.2847104,2.3644142,2.1189742,2.0532215
520,1.3831105,1.3489697,0.7721441,0.4010644,0.42187387,3.1369596,3.2845454,2.3642583,2.118772,2.053078
521,1.384482,1.3499621,0.7724999,0.40126783,0.42210424,3.13678,3.2843823,2.3641057,2.1185741,2.052939
522,1.3858538,1.3509545,0.7728555,0.40147084,0.42233485,3.136601,3.2842193,2.3639529,2.118376,2.0528004
523,1.3872254,1.3519467,0.7732111,0.40167427,0.4225653,3.1364217,3.2840562,2.3638,2.118178,2.0526614
524,1.3885974,1.3529392,0.7735671,0.40187728,0.42279577,3.1362424,3.283893,2.3636475,2.1179802,2.0525227
525,1.3899688,1.3539314,0.7739228,0.40208054,0.42302635,3.136063,3.28373,2.3634946,2.1177824,2.052384
526,1.3913407,1.3549241,0.7742783,0.40228355,0.42325696,3.1358838,3.283567,2.3633418,2.1175842,2.0522451
527,1.3927122,1.3559163,0.7746335,0.40248662,0.42348725,3.1357045,3.283404,2.3631892,2.117386,2.0521066
528,1.394084,1.3569086,0.7749897,0.4026897,0.42371792,3.1355252,3.2832413,2.3630364,2.117188,2.0519676
529,1.3954556,1.357901,0.77534544,0.40289283,0.42394835,3.135346,3.2830782,2.3628836,2.11699,2.0518289
530,1.3968276,1.3588933,0.77570117,0.40309644,0.42417878,3.1351666,3.282915,2.362731,2.1167922,2.05169
531,1.3981991,1.3598857,0.77605665,0.4032991,0.42440933,3.1349874,3.2827518,2.362578,2.1165943,2.0515513
532,1.3995707,1.3608778,0.7764125,0.40350217,0.4246399,3.134808,3.282589,2.3624253,2.1163964,2.0514126
533,1.4009426,1.3618702,0.77676785,0.4037056,0.42487037,3.1346288,3.2824259,2.3622725,2.1161983,2.0512738
534,1.402321,1.3628674,0.77712715,0.4039098,0.42510164,3.1344485,3.282262,2.3621187,2.1159992,2.0511339
535,1.4037575,1.3639027,0.7775135,0.40412474,0.42533833,3.1342604,3.2820916,2.3619561,2.11579,2.0509844
536,1.4051944,1.3649387,0.7779007,0.40433896,0.4255748,3.1340723,3.2819211,2.361794,2.1155806,2.0508354
537,1.4066318,1.3659749,0.77828825,0.4045533,0.42581117,3.133884,3.2817507,2.3616314,2.1153717,2.0506864
538,1.408069,1.3670108,0.77867496,0.4047675,0.4260472,3.133696,3.2815802,2.361469,2.1151628,2.0505373
539,1.4095062,1.3680471,0.7790623,0.40498215,0.42628387,3.1335077,3.2814097,2.3613064,2.1149538,2.0503879
540,1.410944,1.3690839,0.77944887,0.4051963,0.42652,3.1333199,3.2812393,2.3611438,2.1147447,2.050239
541,1.4123874,1.3701319,0.7798364,0.4054119,0.426754,3.1331327,3.2810674,2.360978,2.114538,2.0500896
542,1.4138309,1.3711795,0.78022397,0.40562665,0.426988,3.1329455,3.2808952,2.3608122,2.1143312,2.0499399
543,1.4152744,1.3722273,0.78061175,0.40584219,0.4272222,3.1327584,3.280723,2.3606462,2.114124,2.0497904
544,1.4167175,1.3732749,0.78099823,0.40605748,0.42745608,3.132571,3.2805512,2.3604805,2.1139174,2.0496407
545,1.4181615,1.3743227,0.78138626,0.40627265,0.4276901,3.1323838,3.280379,2.3603148,2.1137104,2.049491
546,1.419605,1.3753705,0.7817737,0.40648782,0.42792413,3.1321967,3.2802072,2.360149,2.1135037,2.0493417
547,1.4210489,1.3764184,0.7821605,0.4067031,0.42815822,3.1320095,3.2800353,2.359983,2.113297,2.049192
548,1.4224918,1.3774658,0.78254807,0.4069184,0.4283921,3.1318226,3.279863,2.3598173,2.11309,2.0490425
549,1.4239358,1.3785137,0.7829355,0.4071334,0.4286263,3.1316354,3.279691,2.3596513,2.112883,2.0488927
550,1.4253792,1.3795614,0.7833233,0.4073491,0.4288603,3.131448,3.279519,2.3594854,2.1126761,2.0487432
551,1.4268224,1.380609,0.78371,0.40756398,0.42909425,3.1312609,3.2793472,2.35932,2.1124692,2.0485938
552,1.4282662,1.3816569,0.7840978,0.40777957,0.42932826,3.1310737,3.279175,2.3591537,2.1122627,2.0484443
553,1.4297096,1.3827046,0.78448486,0.40799445,0.42956227,3.1308868,3.2790031,2.3589883,2.1120558,2.0482945
554,1.431153,1.3837522,0.7848723,0.40820992,0.42979628,3.1306992,3.2788312,2.358822,2.1118488,2.0481448
555,1.4325962,1.3848001,0.7852597,0.40842485,0.43003035,3.1305122,3.278659,2.3586564,2.1116421,2.0479953
556,1.4340401,1.3858477,0.78564703,0.40864038,0.43026435,3.130325,3.278487,2.3584905,2.1114352,2.0478458
557,1.4354923,1.3868994,0.7860395,0.40885735,0.43049937,3.1301382,3.2783144,2.3583193,2.111228,2.0476964
558,1.4369614,1.387959,0.78644204,0.4090777,0.430736,3.1299522,3.27814,2.3581376,2.1110206,2.0475473
559,1.4384307,1.3890184,0.7868446,0.40929806,0.43097275,3.1297665,3.2779658,2.357956,2.110813,2.0473986
560,1.4398999,1.3900781,0.78724706,0.40951866,0.43120953,3.1295807,3.2777915,2.357774,2.1106057,2.0472496
561,1.441369,1.3911376,0.78764963,0.4097386,0.43144628,3.1293945,3.2776175,2.3575923,2.1103983,2.0471005
562,1.4428381,1.392197,0.7880522,0.4099589,0.431683,3.1292086,3.277443,2.3574104,2.1101906,2.0469518
563,1.4443073,1.3932568,0.7884544,0.4101795,0.43191975,3.1290226,3.277269,2.3572288,2.1099834,2.0468028
564,1.4457763,1.3943161,0.7888566,0.4103998,0.43215638,3.1288366,3.2770946,2.3570468,2.1097758,2.0466537
565,1.4472458,1.395376,0.7892593,0.41062003,0.43239337,3.1286507,3.2769203,2.3568652,2.1095686,2.046505
566,1.448715,1.3964353,0.7896615,0.4108405,0.4326299,3.128465,3.276746,2.3566835,2.109361,2.046356
567,1.4501839,1.3974947,0.7900641,0.41106093,0.43286663,3.128279,3.2765718,2.3565016,2.1091535,2.046207
568,1.451653,1.3985542,0.79046607,0.4112811,0.43310344,3.1280928,3.2763975,2.35632,2.1089458,2.0460582
569,1.4531223,1.3996136,0.7908685,0.41150177,0.43333998,3.1279068,3.2762232,2.3561382,2.1087384,2.0459092
570,1.4545915,1.4006734,0.7912711,0.41172183,0.43357688,3.127721,3.276049,2.3559566,2.108531,2.0457602
571,1.4560608,1.4017328,0.7916734,0.41194218,0.4338136,3.1275349,3.2758746,2.3557746,2.1083236,2.0456114
572,1.4575299,1.4027925,0.79207575,0.41216272,0.43405023,3.127349,3.2757,2.3555927,2.1081161,2.0454624
573,1.4589989,1.4038517,0.7924782,0.41238308,0.4342871,3.127163,3.275526,2.355411,2.1079085,2.0453134
574,1.4604613,1.4049056,0.7928817,0.4126044,0.43453014,3.1269782,3.2753527,2.3552303,2.107704,2.0451643
575,1.4619131,1.4059508,0.7932862,0.4128269,0.43478188,3.1267958,3.2751799,2.3550506,2.1075034,2.0450149
576,1.4633648,1.4069957,0.7936903,0.41304928,0.43503356,3.126613,3.2750072,2.354871,2.1073031,2.0448651
577,1.4648169,1.4080409,0.7940949,0.41327214,0.43528533,3.12643,3.2748344,2.3546917,2.1071024,2.044716
578,1.4662687,1.409086,0.79449964,0.41349435,0.4355371,3.126247,3.2746618,2.3545117,2.1069021,2.0445666
579,1.467721,1.4101311,0.794904,0.41371727,0.43578875,3.126064,3.2744892,2.3543324,2.1067016,2.044417
580,1.469173,1.4111748,0.79530823,0.41393977,0.43604037,3.1258814,3.2743163,2.3541522,2.1065013,2.0442677
581,1.4706225,1.4122144,0.7957113,0.41416144,0.43629137,3.1256986,3.2741432,2.3539708,2.1063023,2.0441182
582,1.4720726,1.4132541,0.7961148,0.41438377,0.43654254,3.1255157,3.2739701,2.353789,2.1061032,2.0439684
583,1.4735229,1.4142935,0.79651785,0.4146055,0.43679357,3.1253326,3.273797,2.3536077,2.1059043,2.0438185
584,1.4749731,1.4153335,0.79692113,0.4148274,0.43704462,3.12515,3.273624,2.3534262,2.1057053,2.043669
585,1.4764231,1.416373,0.7973243,0.4150496,0.43729562,3.1249669,3.2734509,2.3532448,2.1055062,2.0435193
586,1.4778733,1.4174128,0.7977277,0.4152714,0.43754682,3.124784,3.2732778,2.353063,2.105307,2.0433695
587,1.4793234,1.4184523,0.79813087,0.41549325,0.4377979,3.124601,3.2731047,2.3528817,2.105108,2.04322
588,1.4807737,1.4194919,0.79853404,0.4157154,0.4380489,3.124418,3.2729316,2.3527002,2.104909,2.0430703
589,1.4822236,1.4205315,0.7989372,0.41593713,0.43829972,3.1242356,3.2727587,2.352519,2.10471,2.0429208
590,1.4836748,1.421573,0.79933894,0.41615915,0.43854788,3.1240542,3.272586,2.3523374,2.1045117,2.0427725
591,1.4851449,1.4226242,0.7997488,0.416385,0.43879956,3.1238704,3.272412,2.3521519,2.1043103,2.0426192
592,1.4866303,1.4236832,0.8001652,0.41661328,0.43905494,3.1236854,3.2722368,2.351964,2.1041064,2.0424626
593,1.4881158,1.424742,0.80058205,0.41684175,0.43931043,3.1235,3.2720609,2.3517756,2.103903,2.0423055
594,1.4896014,1.4258012,0.80099833,0.41707057,0.4395659,3.1233146,3.2718854,2.3515875,2.1036992,2.0421486
595,1.4910845,1.4268578,0.8014151,0.4172988,0.43982235,3.123129,3.271709,2.3514001,2.103495,2.0419908
596,1.4925658,1.4279121,0.8018323,0.41752732,0.44008008,3.1229415,3.2715316,2.351213,2.10329,2.0418317
597,1.4940461,1.428966,0.80224943,0.41775584,0.44033808,3.1227543,3.2713542,2.3510258,2.1030848,2.0416727
598,1.4955273,1.4300202,0.8026664,0.41798425,0.44059604,3.122567,3.2711768,2.3508387,2.1028795,2.041514
599,1.4970076,1.4310744,0.80308366,0.4182129,0.4408539,3.12238,3.2709994,2.3506515,2.1026745,2.041355
600,1.4984884,1.4321284,0.80350053,0.41844165,0.44111192,3.1221926,3.270822,2.3504648,2.1024692,2.0411959
601,1.4999909,1.4331957,0.8039173,0.41867304,0.4413789,3.1220076,3.270648,2.3502905,2.102254,2.0410314
602,1.5014937,1.4342631,0.80433404,0.4189049,0.4416456,3.121823,3.2704737,2.350116,2.1020386,2.0408669
603,1.5029871,1.4353232,0.80474555,0.4191339,0.44191155,3.1216393,3.2703006,2.349944,2.1018264,2.0407047
604,1.504478,1.4363813,0.80515826,0.41936362,0.4421764,3.1214564,3.2701278,2.3497727,2.1016164,2.0405438
605,1.505969,1.4374393,0.80557084,0.4195934,0.44244117,3.1212735,3.2699552,2.3496013,2.101406,2.0403826
606,1.5074599,1.4384972,0.8059827,0.419823,0.44270587,3.121091,3.2697823,2.34943,2.1011963,2.0402217
607,1.5089508,1.4395553,0.8063952,0.42005324,0.4429706,3.120908,3.2696097,2.3492587,2.100986,2.0400608
608,1.5104419,1.4406132,0.8068075,0.42028236,0.44323516,3.1207256,3.2694368,2.3490872,2.100776,2.0398998
609,1.511933,1.4416711,0.8072201,0.4205122,0.44349998,3.1205425,3.2692642,2.3489158,2.100566,2.0397387
610,1.5134239,1.4427291,0.80763257,0.42074186,0.44376478,3.12036,3.2690914,2.3487444,2.1003556,2.0395775
611,1.5149149,1.443787,0.8080448,0.42097187,0.44402945,3.1201773,3.2689185,2.3485732,2.1001458,2.0394163
612,1.5164056,1.4448451,0.80845714,0.4212014,0.44429415,3.1199944,3.268746,2.3484018,2.0999355,2.0392554
613,1.5178965,1.4459028,0.8088696,0.42143118,0.44455886,3.1198118,3.2685733,2.3482304,2.0997255,2.0390944
614,1.5193877,1.4469609,0.8092818,0.42166084,0.44482362,3.119629,3.2684004,2.348059,2.0995154,2.0389333
615,1.5208812,1.4480227,0.80969536,0.42189318,0.44509184,3.1194437,3.2682257,2.347888,2.0993047,2.038771
616,1.5223684,1.4490829,0.81010795,0.42212325,0.44536442,3.1192575,3.268049,2.3477168,2.0990973,2.0386062
617,1.5238557,1.4501426,0.8105202,0.42235345,0.44563687,3.1190715,3.2678726,2.3475456,2.0988903,2.0384414
618,1.5253428,1.4512025,0.8109324,0.42258352,0.44590956,3.118885,3.2676961,2.347375,2.0986829,2.0382767
619,1.5268301,1.4522626,0.8113456,0.42281383,0.44618195,3.118699,3.2675195,2.3472037,2.098476,2.038112
620,1.5283172,1.4533225,0.81175816,0.42304367,0.44645455,3.1185124,3.267343,2.3470328,2.0982685,2.0379474
621,1.5298048,1.4543825,0.8121705,0.4232738,0.44672704,3.1183264,3.2671666,2.3468618,2.0980613,2.0377824
622,1.5312991,1.4554466,0.8125863,0.4235074,0.44700283,3.1181393,3.2669892,2.3466916,2.0978553,2.0376163
623,1.5327942,1.4565113,0.81300116,0.42374092,0.44728136,3.117952,3.2668104,2.3465216,2.0976496,2.0374496
624,1.53429,1.457576,0.8134159,0.42397404,0.44756132,3.1177638,3.2666316,2.3463516,2.0974433,2.0372822
625,1.5357859,1.4586407,0.8138304,0.4242074,0.4478414,3.1175754,3.2664526,2.3461814,2.0972373,2.037115
626,1.5372812,1.4597051,0.81424534,0.42443997,0.448121,3.1173873,3.2662735,2.3460114,2.0970316,2.0369482
627,1.5387769,1.4607698,0.8146602,0.42467338,0.44840086,3.1171992,3.2660947,2.3458416,2.0968251,2.036781
628,1.540273,1.4618345,0.8150748,0.42490655,0.4486807,3.1170113,3.2659159,2.3456717,2.0966194,2.036614
629,1.541769,1.4628992,0.81548953,0.42513978,0.4489605,3.1168232,3.2657368,2.3455017,2.0964134,2.036447
630,1.5432644,1.4639637,0.8159045,0.42537266,0.44924048,3.1166348,3.2655578,2.3453317,2.0962071,2.03628
631,1.5447602,1.4650286,0.8163196,0.42560613,0.44952032,3.116447,3.265379,2.3451617,2.0960011,2.0361128
632,1.5462558,1.4660931,0.8167341,0.42583895,0.44980013,3.1162589,3.2652,2.344992,2.0957954,2.035946
633,1.5477515,1.4671576,0.81714904,0.42607242,0.45007992,3.1160705,3.265021,2.344822,2.0955894,2.0357785
634,1.5492468,1.4682221,0.81756353,0.4263054,0.45035976,3.1158829,3.264842,2.344652,2.0953836,2.0356116
635,1.5507394,1.4692887,0.81797385,0.42653888,0.4506396,3.1156952,3.2646637,2.344483,2.095178,2.0354457
636,1.5522306,1.4703548,0.8183838,0.42677188,0.4509197,3.1155086,3.2644856,2.344314,2.0949721,2.0352802
637,1.5537219,1.4714212,0.8187939,0.4270053,0.4511996,3.1153212,3.2643075,2.3441455,2.0947666,2.0351145
638,1.5552135,1.4724877,0.81920373,0.42723858,0.45147938,3.1151345,3.2641294,2.3439765,2.094561,2.0349488
639,1.556705,1.4735539,0.81961393,0.42747158,0.45175934,3.1149473,3.2639513,2.343808,2.0943558,2.0347834
640,1.5581968,1.4746205,0.8200239,0.42770505,0.45203915,3.1147604,3.2637732,2.3436391,2.09415,2.0346177
641,1.5596879,1.4756866,0.82043374,0.4279387,0.45231932,3.1145735,3.263595,2.3434703,2.0939445,2.034452
642,1.561179,1.4767529,0.82084346,0.42817187,0.45259902,3.1143863,3.2634172,2.3433018,2.093739,2.0342863
643,1.5626707,1.4778193,0.8212534,0.4284051,0.45287877,3.114199,3.263239,2.343133,2.0935335,2.0341206
644,1.5641623,1.4788859,0.8216634,0.42863834,0.45315897,3.114012,3.2630606,2.3429642,2.0933278,2.033955
645,1.5656539,1.4799523,0.8220732,0.42887145,0.45343876,3.113825,3.2628827,2.3427954,2.0931222,2.0337892
646,1.567145,1.4810183,0.8224834,0.42910498,0.45371866,3.113638,3.2627046,2.3426268,2.0929165,2.0336237
647,1.5686367,1.4820849,0.82289326,0.42933834,0.45399863,3.113451,3.2625265,2.342458,2.0927112,2.0334582
648,1.5701284,1.4831513,0.8233031,0.42957163,0.4542786,3.113264,3.2623482,2.3422892,2.0925057,2.0332925
649,1.5716195,1.4842176,0.8237128,0.42980498,0.4545583,3.1130767,3.2621703,2.3421206,2.0923,2.0331268
650,1.5731113,1.485284,0.82412326,0.4300384,0.45483828,3.1128898,3.261992,2.3419518,2.0920944,2.0329611
651,1.5746022,1.4863503,0.824533,0.4302718,0.4551182,3.1127028,3.2618139,2.341783,2.091889,2.0327954
652,1.576094,1.4874166,0.8249426,0.43050492,0.4553981,3.1125157,3.2616358,2.3416142,2.0916834,2.0326297
653,1.5775856,1.488483,0.82535243,0.43073803,0.45567805,3.1123288,3.2614577,2.3414454,2.0914779,2.032464
654,1.579077,1.4895493,0.82576287,0.4309712,0.455958,3.1121418,3.2612796,2.341277,2.0912724,2.0322986
655,1.5805682,1.4906157,0.8261728,0.43120474,0.45623794,3.1119547,3.2611017,2.341108,2.0910666,2.0321329
656,1.5820601,1.491682,0.82658255,0.43143803,0.4565178,3.1117678,3.2609236,2.3409393,2.0908613,2.0319672
657,1.5835516,1.4927486,0.8269924,0.43167144,0.4567978,3.1115808,3.2607453,2.3407707,2.0906556,2.0318015
658,1.585043,1.4938148,0.82740235,0.4319048,0.45707774,3.1113935,3.2605672,2.340602,2.0904503,2.0316358
659,1.5865343,1.4948813,0.82781243,0.43213797,0.45735753,3.1112065,3.260389,2.3404331,2.0902445,2.0314703
660,1.5880257,1.4959474,0.8282224,0.4323715,0.4576374,3.1110196,3.260211,2.3402643,2.090039,2.0313044
661,1.5895171,1.4970138,0.828632,0.4326048,0.45791718,3.1108327,3.2600327,2.3400955,2.0898333,2.031139
662,1.5910084,1.4980803,0.8290423,0.43283814,0.45819747,3.1106453,3.2598548,2.3399267,2.089628,2.0309732
663,1.5924999,1.4991463,0.8294518,0.43307132,0.45847723,3.1104584,3.2596765,2.3397582,2.0894222,2.0308075
664,1.5939914,1.5002129,0.82986176,0.43330467,0.45875704,3.1102715,3.2594986,2.3395894,2.089217,2.030642
665,1.5954831,1.5012795,0.83027196,0.43353772,0.45903707,3.1100843,3.2593203,2.3394206,2.0890112,2.0304763
666,1.5969743,1.5023458,0.83068144,0.43377113,0.45931694,3.1098974,3.2591424,2.3392518,2.0888057,2.0303106
667,1.5984668,1.5034127,0.8310939,0.4340049,0.45959803,3.10971,3.2589638,2.3390825,2.0886,2.0301445
668,1.5999594,1.5044795,0.8315071,0.43423867,0.45987958,3.1095223,3.2587855,2.3389132,2.088394,2.0299783
669,1.6014515,1.5055463,0.8319199,0.43447226,0.460161,3.1093345,3.258607,2.338744,2.0881882,2.0298123
670,1.602944,1.5066133,0.83233285,0.4347061,0.46044233,3.1091468,3.2584283,2.3385746,2.0879822,2.029646
671,1.6044366,1.5076807,0.8327459,0.43493974,0.46072415,3.1089594,3.2582502,2.3384054,2.0877764,2.02948
672,1.6059301,1.5087495,0.83315957,0.43517232,0.46100903,3.1087728,3.258072,2.3382378,2.0875711,2.0293157
673,1.6074243,1.5098188,0.8335736,0.4354056,0.46129405,3.1085863,3.257894,2.3380702,2.0873656,2.0291517
674,1.608918,1.5108881,0.83398795,0.43563795,0.46157908,3.1083999,3.2577157,2.3379025,2.08716,2.0289874
675,1.6104118,1.5119572,0.83440197,0.43587053,0.4618639,3.108213,3.257538,2.337735,2.086955,2.0288231
676,1.6119053,1.5130262,0.83481574,0.43610352,0.46214902,3.1080267,3.25736,2.3375673,2.0867496,2.0286593
677,1.6133995,1.5140959,0.83523023,0.4363361,0.4624339,3.10784,3.257182,2.3373997,2.086544,2.0284948
678,1.6148932,1.5151649,0.8356439,0.43656898,0.46271876,3.1076536,3.2570038,2.337232,2.0863388,2.0283308
679,1.6163869,1.5162339,0.8360579,0.4368019,0.46300387,3.1074667,3.2568254,2.3370645,2.0861335,2.0281665
680,1.6178911,1.5173155,0.8364748,0.43703622,0.46329004,3.107272,3.2566385,2.3368933,2.0859225,2.0279953
681,1.6194037,1.5184078,0.83689344,0.4372722,0.46357748,3.1070695,3.2564435,2.336719,2.0857062,2.027818
682,1.6209173,1.5195006,0.8373127,0.43750817,0.46386486,3.1068673,3.2562485,2.3365445,2.08549,2.0276406
683,1.6224304,1.5205932,0.8377317,0.43774366,0.46415246,3.1066651,3.256053,2.3363702,2.0852735,2.027463
684,1.6239436,1.5216857,0.8381504,0.4379794,0.4644396,3.1064627,3.255858,2.3361957,2.0850573,2.0272856
685,1.625457,1.5227785,0.8385694,0.4382155,0.46472728,3.1062603,3.2556627,2.3360214,2.084841,2.027108
686,1.6269698,1.5238711,0.8389883,0.4384511,0.4650146,3.1060581,3.2554672,2.335847,2.0846245,2.0269303
687,1.6284829,1.5249636,0.83940697,0.4386871,0.46530187,3.105856,3.2552722,2.3356726,2.0844083,2.026753
688,1.6299967,1.5260566,0.839826,0.43892312,0.46558926,3.1056533,3.2550771,2.3354979,2.0841918,2.0265753
689,1.6315101,1.5271492,0.840245,0.4391588,0.46587667,3.1054509,3.2548816,2.3353238,2.0839756,2.026398
690,1.633023,1.5282418,0.840664,0.43939495,0.4661643,3.1052485,3.2546868,2.3351493,2.0837593,2.0262203
691,1.6345364,1.5293344,0.84108293,0.43963045,0.46645176,3.1050463,3.2544916,2.3349748,2.083543,2.026043
692,1.6360497,1.5304271,0.8415017,0.43986654,0.46673906,3.1048436,3.2542963,2.3348005,2.0833266,2.0258653
693,1.6375626,1.5315197,0.841921,0.44010246,0.4670265,3.1046417,3.254101,2.334626,2.0831103,2.025688
694,1.6390759,1.5326123,0.8423399,0.44033843,0.4673139,3.1044393,3.2539058,2.3344517,2.082894,2.0255103
695,1.6406524,1.5337473,0.84278524,0.44058657,0.46761143,3.1042223,3.2536972,2.3342683,2.0826602,2.0253217
696,1.6422288,1.5348822,0.8432311,0.44083464,0.4679089,3.104005,3.2534885,2.3340852,2.0824258,2.0251331
697,1.6437913,1.5359974,0.8436841,0.4410861,0.4682003,3.103793,3.2532845,2.333908,2.0821936,2.0249434
698,1.6453528,1.5371115,0.8441378,0.44133723,0.46849096,3.103581,3.2530808,2.3337317,2.0819616,2.0247538
699,1.646915,1.5382252,0.84459126,0.4415884,0.4687819,3.1033692,3.2528772,2.333555,2.0817294,2.0245643
700,1.6484767,1.5393394,0.845045,0.44184005,0.4690728,3.1031573,3.2526736,2.3333783,2.0814972,2.0243742
701,1.6500386,1.5404533,0.8454987,0.44209158,0.4693638,3.1029456,3.25247,2.3332016,2.0812652,2.0241847
702,1.6516002,1.5415671,0.8459523,0.44234288,0.4696545,3.102734,3.252266,2.3330252,2.081033,2.0239952
703,1.653162,1.5426812,0.8464056,0.44259447,0.46994528,3.102522,3.2520626,2.3328485,2.0808008,2.0238054
704,1.6547236,1.5437951,0.8468596,0.44284558,0.47023624,3.1023104,3.2518587,2.332672,2.0805688,2.0236158
705,1.6562867,1.5449102,0.8473129,0.4430973,0.47052723,3.102099,3.251655,2.3324955,2.080337,2.023426
706,1.6578549,1.5460308,0.84776735,0.4433499,0.47081843,3.1018882,3.2514527,2.3323185,2.0801063,2.0232358
707,1.6594231,1.5471513,0.84822214,0.44360137,0.47110966,3.1016774,3.2512503,2.3321419,2.079876,2.0230453
708,1.6609917,1.548272,0.84867585,0.44385362,0.47140098,3.1014667,3.2510476,2.3319652,2.079645,2.0228548
709,1.6625596,1.5493923,0.84913063,0.44410545,0.47169212,3.1012561,3.2508452,2.3317883,2.0794144,2.0226645
710,1.6641277,1.5505129,0.8495847,0.44435775,0.4719832,3.1010456,3.2506423,2.3316116,2.079184,2.0224743
711,1.6656961,1.5516335,0.8500391,0.4446097,0.4722743,3.1008348,3.25044,2.3314347,2.0789533,2.0222836
712,1.6672642,1.5527539,0.8504933,0.4448617,0.47256556,3.1006243,3.2502372,2.331258,2.0787227,2.0220933
713,1.6688325,1.5538746,0.85094786,0.44511384,0.4728568,3.1004138,3.2500348,2.3310812,2.0784922,2.0219026
714,1.6704009,1.5549951,0.85140204,0.44536597,0.47314787,3.1002033,3.2498322,2.3309042,2.0782616,2.0217125
715,1.6719686,1.5561156,0.8518561,0.44561797,0.47343907,3.0999928,3.2496297,2.3307276,2.078031,2.0215223
716,1.6735371,1.5572363,0.8523103,0.44586998,0.47373012,3.099782,3.2494268,2.330551,2.0778003,2.0213318
717,1.6751052,1.5583565,0.85276484,0.4461218,0.47402143,3.0995712,3.2492244,2.3303742,2.07757,2.0211413
718,1.6766732,1.5594771,0.8532189,0.44637418,0.4743125,3.099361,3.2490218,2.3301973,2.0773392,2.0209508
719,1.6782418,1.560598,0.85367346,0.44662625,0.4746039,3.0991504,3.248819,2.3300204,2.0771086,2.0207605
720,1.6798098,1.5617186,0.85412776,0.4468782,0.4748949,3.0989397,3.248617,2.3298438,2.076878,2.0205703
721,1.6813782,1.562839,0.85458195,0.44713032,0.4751861,3.0987291,3.2484143,2.3296669,2.0766473,2.0203795
722,1.6829464,1.5639595,0.8550364,0.44738227,0.47547716,3.0985184,3.2482116,2.3294902,2.0764167,2.0201893
723,1.6845145,1.56508,0.85549045,0.44763458,0.4757684,3.0983076,3.2480087,2.3293135,2.0761862,2.019999
724,1.6860828,1.5662006,0.85594463,0.44788617,0.47605965,3.0980973,3.2478065,2.3291366,2.0759556,2.0198083
725,1.6876513,1.5673213,0.8563994,0.44813883,0.47635078,3.0978866,3.247604,2.3289597,2.0757248,2.0196183
726,1.6892192,1.5684416,0.8568535,0.44839054,0.476642,3.097676,3.2474012,2.328783,2.0754945,2.019428
727,1.6907877,1.5695623,0.85730815,0.44864285,0.47693318,3.0974655,3.2471988,2.3286061,2.0752635,2.0192375
728,1.6923559,1.5706829,0.857762,0.44889468,0.4772243,3.0972548,3.2469962,2.3284295,2.0750332,2.019047
729,1.6939238,1.5718033,0.8582165,0.44914663,0.47751528,3.0970442,3.2467937,2.3282528,2.0748026,2.0188565
730,1.6954921,1.5729238,0.85867107,0.44939888,0.47780678,3.0968335,3.2465909,2.328076,2.0745718,2.0186663
731,1.69706,1.5740443,0.85912466,0.449651,0.47809762,3.096623,3.2463884,2.3278992,2.0743413,2.018476
732,1.6986287,1.575165,0.85957956,0.44990307,0.47838902,3.0964127,3.2461858,2.3277223,2.074111,2.0182855
733,1.700197,1.5762855,0.8600335,0.45015508,0.4786803,3.096202,3.2459834,2.3275456,2.0738802,2.018095
734,1.701765,1.5774062,0.86048806,0.45040697,0.47897127,3.0959911,3.2457807,2.3273687,2.0736494,2.0179045
735,1.7033333,1.5785265,0.8609425,0.45065904,0.47926268,3.0957806,3.2455783,2.3271918,2.0734193,2.0177143
736,1.7049009,1.579647,0.8613962,0.45091105,0.47955364,3.0955703,3.2453756,2.3270154,2.0731883,2.017524
737,1.7064697,1.5807676,0.86185086,0.45116317,0.47984502,3.0953596,3.245173,2.3268383,2.0729578,2.0173335
738,1.7080379,1.5818881,0.8623049,0.45141542,0.4801361,3.0951488,3.2449708,2.3266618,2.0727274,2.017143
739,1.709609,1.5830128,0.86276174,0.4516685,0.48042938,3.0949383,3.2447658,2.3264842,2.0724962,2.0169516
740,1.7111834,1.5841428,0.8632213,0.45192307,0.4807248,3.0947275,3.2445583,2.3263059,2.0722644,2.0167584
741,1.7127583,1.5852727,0.8636807,0.45217735,0.48102066,3.0945168,3.2443514,2.3261275,2.0720327,2.0165653
742,1.7143238,1.5863982,0.8641391,0.4524333,0.48131457,3.094305,3.2441425,2.3259492,2.071801,2.0163717
743,1.715886,1.5875219,0.8645972,0.45268977,0.48161,3.094093,3.2439337,2.3257706,2.0715692,2.0161774
